province,points
Northern Spain,90
Sicily & Sardinia,90
Niederösterreich,90
California,90
Washington,90
Mendoza Province,90
,90
Piedmont,90
Oregon,90
Piedmont,90
Tokaj,90
Thracian Valley,90
Alentejano,90
Bairrada,90
Piedmont,90
Tokaj,90
Burgundy,90
Mendoza Province,90
Kakheti,90
Tokaj,90
Virginia,90
Piedmont,90
California,90
Oregon,90
Piedmont,90
California,90
Mendoza Province,90
South Australia,90
Burgundy,90
California,90
Rheinhessen,90
Northern Spain,90
California,90
Lombardy,90
Pfalz,90
Northern Spain,90
Dão,90
California,90
Oregon,90
Burgundy,90
Catalonia,90
Northeastern Italy,90
Levante,90
Mendoza Province,90
Burgundy,90
Port,90
Oregon,90
California,90
Oregon,90
Northern Spain,90
California,90
Franken,90
California,90
Victoria,90
Central Spain,90
California,90
Mendoza Province,90
California,90
Piedmont,90
Mendoza Province,90
California,90
Levante,90
Oregon,90
Vinho Verde,90
Judean Hills,90
Piedmont,90
Mosel,90
California,90
Alentejano,90
California,90
Piedmont,90
Southwest France,90
California,90
Piedmont,90
California,90
Piedmont,90
Northern Spain,90
South Australia,90
California,90
Piedmont,90
Mendoza Province,90
Galilee,90
California,90
Catalonia,90
Piedmont,90
Port,90
Oregon,90
Tuscany,90
Leyda Valley,90
California,90
Northern Spain,90
Aconcagua Valley,90
Santorini,90
California,90
Oregon,90
California,90
Chalkidiki,90
Rhône Valley,90
California,90
Tuscany,90
Mosel,90
Oregon,90
California,90
Rhône Valley,90
Wachau,90
,90
Niederösterreich,90
Rhône Valley,90
California,90
Piedmont,90
Crete,90
California,90
Northern Spain,90
California,90
Piedmont,90
Washington,90
California,90
Kamptal,90
Washington,90
Tuscany,90
Marlborough,90
California,90
Washington,90
Tuscany,90
Washington,90
New York,90
Niederösterreich,90
Tuscany,90
Northern Spain,90
California,90
Northern Spain,90
Tuscany,90
Champagne,90
Bordeaux,90
Northern Spain,90
Washington,90
Tuscany,90
Washington,90
Niederösterreich,90
Tuscany,90
New York,90
Languedoc-Roussillon,90
Vienna,90
Wiener Gemischter Satz,90
New York,90
California,90
Piedmont,90
California,90
Washington,90
Galicia,90
California,90
Piedmont,90
Italy Other,90
Rhône Valley,90
Kamptal,90
Galicia,90
Bordeaux,90
California,90
Galicia,90
Washington,90
California,90
Rhône Valley,90
California,90
Südsteiermark,90
Weinviertel,90
Washington,90
New York,90
Washington,90
California,90
Washington,90
Niederösterreich,90
Washington,90
Burgenland,90
California,90
Piedmont,90
Kremstal,90
Burgenland,90
New York,90
Nemea,90
California,90
Wachau,90
Piedmont,90
Washington,90
Rhône Valley,90
Catalonia,90
Piedmont,90
California,90
Piedmont,90
South Australia,90
Burgundy,90
Piedmont,90
Burgundy,90
California,90
Dão,90
Piedmont,90
Galilee,90
Mendoza Province,90
California,90
Nahe,90
California,90
Burgundy,90
Kakheti,90
Cappadocia,90
Mendoza Province,90
Piedmont,90
Vinho Verde,90
Ankara,90
California,90
Oregon,90
California,90
Kremstal,90
Südsteiermark,90
Washington,90
California,90
Kamptal,90
Wachau,90
British Columbia,90
California,90
Niederösterreich,90
Kremstal,90
Piedmont,90
Südsteiermark,90
British Columbia,90
California,90
Western Australia,90
California,90
Wiener Gemischter Satz,90
Washington,90
Piedmont,90
South Australia,90
Stellenbosch,90
British Columbia,90
California,90
Bordeaux,90
Rheinhessen,90
Mosel,90
Oregon,90
Beaujolais,90
Bordeaux,90
Oregon,90
Dão,90
Burgundy,90
Rheingau,90
Baden,90
Württemberg,90
Pfalz,90
Nahe,90
Rheinhessen,90
Mosel,90
Elqui Valley,90
Northeastern Italy,90
Veneto,90
Tuscany,90
Oregon,90
California,90
Mendoza Province,90
Península de Setúbal,90
Tuscany,90
California,90
Tuscany,90
Northern Spain,90
California,90
Alsace,90
Oregon,90
Mendoza Province,90
California,90
Northern Spain,90
Oregon,90
Palmela,90
Alsace,90
Oregon,90
Northeastern Italy,90
Vinho Espumante de Qualidade,90
Loire Valley,90
Alsace,90
Mosel,90
Northeastern Italy,90
Oregon,90
Northeastern Italy,90
California,90
Northeastern Italy,90
Dão,90
California,90
Mendoza Province,90
South Australia,90
Northeastern Italy,90
Oregon,90
California,90
Alsace,90
Northeastern Italy,90
South Australia,90
Swartland,90
Oregon,90
California,90
Alsace,90
Loire Valley,90
Rheingau,90
Rapel Valley,90
Chalkidiki,90
Southwest France,90
California,90
Mosel,90
Oregon,90
California,90
Catalonia,90
Oregon,90
California,90
Tuscany,90
California,90
Lombardy,90
Northern Spain,90
Tuscany,90
Oregon,90
Lombardy,90
Oregon,90
Rheinhessen,90
Oregon,90
California,90
Tuscany,90
Südoststeiermark,90
Niederösterreich,90
Kremstal,90
Washington,90
Tuscany,90
Niederösterreich,90
California,90
Thermenregion,90
California,90
Tuscany,90
Northern Spain,90
Kremstal,90
Tuscany,90
California,90
Bordeaux,90
Rhône Valley,90
Tuscany,90
Upper Galilee,90
Galilee,90
Washington,90
Provence,90
Central Italy,90
California,90
Northern Spain,90
California,90
Central Italy,90
Washington,90
Central Italy,90
California,90
Galicia,90
California,90
Mosel,90
California,90
Mosel,90
Washington,90
Maipo Valley,90
California,90
Bordeaux,90
Provence,90
Bordeaux,90
Provence,90
Maipo Valley,90
Central Valley,90
Mosel,90
Aconcagua Valley,90
California,90
Peljesac,90
Burgundy,90
Piedmont,90
Colchagua Valley,90
Marlborough,90
Piedmont,90
California,90
Piedmont,90
Burgundy,90
Piedmont,90
Provence,90
Burgundy,90
Washington,90
Südsteiermark,90
Washington,90
California,90
New York,90
Marlborough,90
California,90
Burgenland,90
Awatere Valley,90
Tuscany,90
British Columbia,90
California,90
Washington,90
Martinborough,90
California,90
Washington,90
Tuscany,90
California,90
Provence,90
California,90
Tuscany,90
California,90
Tuscany,90
Kremstal,90
Vienna,90
California,90
Washington,90
Central Otago,90
California,90
New York,90
California,90
Burgenland,90
California,90
Champagne,90
Washington,90
Wagram,90
California,90
Niederösterreich,90
Tuscany,90
New York,90
California,90
Champagne,90
Galilee,90
Shomron,90
Wachau,90
Piedmont,90
California,90
Wachau,90
Aconcagua Valley,90
Northeastern Italy,90
California,90
Rapel Valley,90
Bordeaux,90
California,90
South Australia,90
Champagne,90
Wachau,90
California,90
Tuscany,90
Alsace,90
Bordeaux,90
California,90
Tuscany,90
California,90
Alsace,90
Bordeaux,90
Alsace,90
Oregon,90
California,90
Tuscany,90
Alsace,90
New South Wales,90
California,90
Oregon,90
Alsace,90
California,90
Oregon,90
California,90
Távora-Varosa,90
Vinho Verde,90
California,90
Southwest France,90
Mosel,90
California,90
Alentejano,90
Oregon,90
Central Italy,90
California,90
Oregon,90
Idaho,90
California,90
Southwest France,90
Central Italy,90
California,90
Southern Italy,90
Port,90
California,90
Oregon,90
California,90
Casablanca Valley,90
Languedoc-Roussillon,90
Tejo,90
California,90
Burgundy,90
Oregon,90
Burgundy,90
Mendoza Province,90
Piedmont,90
Oregon,90
California,90
Piedmont,90
Oregon,90
California,90
Kakheti,90
,90
Burgundy,90
Mendoza Province,90
New South Wales,90
Mendoza Province,90
California,90
Bordeaux,90
Provence,90
Buin,90
California,90
Washington,90
Oregon,90
California,90
Northern Spain,90
Oregon,90
Northeastern Italy,90
California,90
Burgenland,90
California,90
Mosel,90
Washington,90
Mosel,90
Oregon,90
Provence,90
Bordeaux,90
Northeastern Italy,90
Veneto,90
California,90
Curicó Valley,90
California,90
Northeastern Italy,90
Andalucia,90
Washington,90
Tuscany,90
Constantia,90
Northern Spain,90
California,90
Tuscany,90
Alsace,90
California,90
Washington,90
California,90
Northern Spain,90
Washington,90
California,90
Washington,90
California,90
Andalucia,90
California,90
Northern Spain,90
Burgundy,90
California,90
Tuscany,90
Mosel,90
Victoria,90
Southern Italy,90
Sicily & Sardinia,90
South Australia,90
Mosel,90
Baden,90
Mosel,90
Bordeaux,90
California,90
Port,90
Rheingau,90
Mendoza Province,90
California,90
Oregon,90
South Australia,90
California,90
Port,90
California,90
Shomron,90
Burgundy,90
Mosel,90
Oregon,90
Vinho Verde,90
Piedmont,90
California,90
Western Australia,90
Tokaj,90
Alenquer,90
Piedmont,90
Burgundy,90
Thracian Valley,90
California,90
Oregon,90
California,90
Western Australia,90
California,90
Burgundy,90
California,90
Veneto,90
Maipo Valley,90
Alsace,90
Veneto,90
Colchagua Valley,90
Washington,90
Veneto,90
Douro,90
California,90
Burgundy,90
Oregon,90
California,90
Alentejano,90
Burgundy,90
Piedmont,90
Landwein Rhein,90
Piedmont,90
Burgundy,90
Port,90
Portuguese Table Wine,90
Piedmont,90
Kakheti,90
Mosel,90
Kakheti,90
Virginia,90
California,90
Oregon,90
Alentejo,90
Piedmont,90
Burgundy,90
Piedmont,90
Oregon,90
California,90
New York,90
California,90
Curicó Valley,90
California,90
Washington,90
California,90
Elgin,90
New York,90
California,90
France Other,90
Marlborough,90
California,90
New York,90
California,90
New York,90
Washington,90
New York,90
Washington,90
Northern Spain,90
Tuscany,90
California,90
Washington,90
California,90
Washington,90
California,90
Northern Spain,90
Vinho Verde,90
California,90
Oregon,90
California,90
New York,90
Península de Setúbal,90
California,90
Tejo,90
California,90
Oregon,90
California,90
Piedmont,90
Mendoza Province,90
Valle de Guadalupe,90
California,90
Washington,90
California,90
Wachau,90
Washington,90
British Columbia,90
California,90
South Australia,90
Western Australia,90
Hemel en Aarde,90
Washington,90
Piedmont,90
British Columbia,90
Loire Valley,90
Niederösterreich,90
California,90
South Australia,90
California,90
British Columbia,90
California,90
Piedmont,90
Washington,90
Provence,90
Kamptal,90
Carnuntum,90
California,90
Wiener Gemischter Satz,90
Burgenland,90
California,90
Washington,90
Martinborough,90
Niederösterreich,90
California,90
Provence,90
Washington,90
California,90
Kamptal,90
California,90
Lombardy,90
New York,90
California,90
New York,90
Niederösterreich,90
California,90
Provence,90
Bairrada,90
Northeastern Italy,90
Bairrada,90
Spain Other,90
California,90
Rhône Valley,90
California,90
Coastal Region,90
Mendoza Province,90
Constantia,90
Mosel,90
Northeastern Italy,90
California,90
Southwest France,90
Beira Interior,90
California,90
Burgundy,90
Washington,90
California,90
Southwest France,90
California,90
Bairrada,90
Tejo,90
California,90
Champagne,90
California,90
Burgundy,90
California,90
Washington,90
Maule Valley,90
Colchagua Valley,90
California,90
Tuscany,90
California,90
Champagne,90
California,90
Casablanca Valley,90
Oregon,90
California,90
Oregon,90
Lisboa,90
Oregon,90
Pfalz,90
Rheingau,90
Southern Italy,90
California,90
Mendoza Province,90
California,90
Washington,90
Tuscany,90
Loire Valley,90
California,90
Loire Valley,90
Stellenbosch,90
California,90
Washington,90
California,90
Tuscany,90
California,90
Northern Spain,90
Coastal Region,90
Washington,90
Douro,90
Washington,90
Tuscany,90
New York,90
Tokaj,90
California,90
Northern Spain,90
California,90
Marlborough,90
California,90
Burgundy,90
Washington,90
Kakheti,90
Tuscany,90
Port,90
Galilee,90
Judean Hills,90
California,90
Washington,90
Tuscany,90
California,90
Tuscany,90
California,90
Waiheke Island,90
Tuscany,90
California,90
Central Otago,90
Tuscany,90
California,90
Tuscany,90
California,90
Kremstal,90
California,90
Washington,90
Marlborough,90
New York,90
California,90
Wagram,90
Southwest France,90
Bordeaux,90
Southwest France,90
Cachapoal Valley,90
Sicily & Sardinia,90
Southwest France,90
Beaujolais,90
Sicily & Sardinia,90
California,90
Bordeaux,90
Oregon,90
Puente Alto,90
Sicily & Sardinia,90
Colchagua Valley,90
Sicily & Sardinia,90
Oregon,90
California,90
Niederösterreich,90
California,90
Virginia,90
Bordeaux,90
Provence,90
Bordeaux,90
Tuscany,90
Veneto,90
Pfalz,90
Andalucia,90
California,90
Southwest France,90
Burgundy,90
Northeastern Italy,90
Douro,90
Vinho Verde,90
Judean Hills,90
Northeastern Italy,90
California,90
Northern Spain,90
Northeastern Italy,90
Paarl,90
California,90
Mosel,90
Tokaj,90
California,90
New York,90
Tejo,90
California,90
Mendoza Province,90
California,90
Port,90
California,90
Thracian Valley,90
California,90
Vinho Verde,90
Piedmont,90
California,90
Tokaj,90
Alenquer,90
Piedmont,90
Burgundy,90
Oregon,90
Piedmont,90
Alentejano,90
California,90
Burgundy,90
California,90
Piedmont,90
Bordeaux,90
Loire Valley,90
Maule Valley,90
Aconcagua Valley,90
Piedmont,90
Bordeaux,90
California,90
Piedmont,90
Loire Valley,90
California,90
New York,90
Piedmont,90
California,90
Washington,90
California,90
New York,90
Washington,90
Piedmont,90
Mendoza Province,90
California,90
Washington,90
Sicily & Sardinia,90
California,90
Rhône Valley,90
Washington,90
Bordeaux,90
California,90
Western Cape,90
California,90
Tuscany,90
California,90
New York,90
California,90
Champagne,90
California,90
Tuscany,90
Washington,90
Tuscany,90
Central Spain,90
Tuscany,90
California,90
New York,90
Mendoza Province,90
California,90
Tuscany,90
Douro,90
California,90
Piedmont,90
Bordeaux,90
Ribatejano,90
Northern Spain,90
California,90
Alentejo,90
California,90
Rhône Valley,90
California,90
Tuscany,90
Washington,90
Piedmont,90
California,90
Washington,90
Piedmont,90
Tuscany,90
Washington,90
California,90
Levante,90
Tuscany,90
New York,90
California,90
Piedmont,90
California,90
Washington,90
Rhône Valley,90
Bordeaux,90
Loire Valley,90
Bordeaux,90
Washington,90
California,90
Tuscany,90
Neusiedlersee,90
Washington,90
California,90
Alsace,90
California,90
Central Italy,90
California,90
Alsace,90
California,90
Central Italy,90
California,90
Central Italy,90
Provence,90
California,90
Burgenland,90
Washington,90
California,90
Central Italy,90
Provence,90
New York,90
Alsace,90
Provence,90
Alsace,90
California,90
Port,90
Dão,90
Lisboa,90
California,90
Victoria,90
California,90
South Australia,90
California,90
Alentejano,90
California,90
Aconcagua Costa,90
Uruguay,90
Upper Galilee,90
Alentejano,90
California,90
Curicó Valley,90
California,90
Canelones,90
Vinho Verde,90
Tejo,90
Piedmont,90
California,90
Alentejano,90
Tejo,90
Cachapoal Valley,90
Bordeaux,90
California,90
Alsace,90
Piedmont,90
California,90
Goriska Brda,90
California,90
Piedmont,90
California,90
Bairrada,90
Piedmont,90
Bordeaux,90
Neuchâtel,90
California,90
Alsace,90
